Number,Spokesperson,Spokesperson.Attitude,Country,Knowledge.SD,Age.Group,Gender,Employment,City.size1,FAC.SCFM,Message.Sharing,Suport.SD,Current.Practice.SD,Future.Practice.SD,Num.Measures.SD,Age,Education,Household.Size,Settlement.Size,Concern.Situation,Concern.Others,Others.SD,Movement,Infection.percent,Subjective.Health,Satisfaction.Government,PH.vs.Economy,Religiosity,Q6.Self.Isolation,Q6.Quarantine.Zones,Q6.Closing.Borders,Q6.Meeting.Friends,Q6.Physical.Distance,Q6.Closing.Businesses,Q6.Public.Transportation,Q6.Canceling.Events,Q6.No.Workplace,Q6.Self.Isolation1,Q6.Quarantine.Zones1,Q6.Closing.Borders1,Q6.Meeting.Friends1,Q6.Physical.Distance1,Q6.Closing.Businesses1,Q6.Public.Transportation1,Q6.Canceling.Events1,Q6.No.Workplace1
464,Government,Like,US,Yes,Old,Female,Retired,Small Town,-2.111,7,4,4,5,3,66,4,3,2,4,4,2,6,2,3,1,1,7,No,No,Yes,No,No,Yes,No,Yes,No,0,0,1,0,0,1,0,1,0
465,Government,Like,US,Yes,Young,Female,Unemployed,Small Town,0.706,7,7,7,7,7,20,3,15,2,7,7,4,2,1,3,5,4,4,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,1,0,1,1,1,1,0,1,1
466,Government,Dislike,US,Yes,Young,Male,Employed,Small Town,-0.136,4,7,6,6,5,32,6,4,2,7,7,4,1,2,3,1,1,1,Yes,No,No,Yes,No,Yes,No,Yes,Yes,1,0,0,1,0,1,0,1,1
467,Government,Neutral,US,Yes,Old,Female,Retired,Small Town,0.82,7,7,7,7,8,72,3,2,2,7,7,3,5,1,2,7,7,7,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,0,1,1,1,1,1,1,1
468,Government,Like,US,Yes,Old,Female,Unemployed,Small Town,0.933,7,7,7,7,9,62,5,3,2,4,7,4,2,2,5,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
469,Government,Dislike,US,Yes,Young,Female,Unemployed,Small Town,-0.312,5,7,4,6,9,19,3,4,2,7,5,1,2,2,3,1,1,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
470,Government,Dislike,US,Yes,Mid-Age,Male,Unemployed,Small Town,0.189,7,7,5,7,8,33,2,2,2,7,6,4,4,1,4,2,4,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,1,1,1,1,1,1,1,1,0
471,Government,Like,US,Yes,Young,Male,Unemployed,Small Town,-0.523,2,7,5,5,7,20,2,5,2,6,7,2,1,1,5,4,5,7,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,1,0,1,0,1,1,1,1,1
472,Government,Neutral,US,Yes,Young,Female,Self-employed,Town,-0.208,4,7,6,5,7,26,4,3,3,2,6,5,5,2,5,7,4,7,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,1,0,1,0,1,1,1,1,1
473,Government,Dislike,US,Yes,Mid-Age,Female,Employed,Town,0.933,7,7,7,7,9,39,4,4,3,7,7,2,7,5,4,1,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
474,Government,Neutral,US,Yes,Mid-Age,Male,Employed,Town,0.319,7,7,6,6,9,49,4,4,3,3,7,3,2,1,5,4,2,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
475,Government,Neutral,US,Yes,Mid-Age,Male,Employed,Town,0.52,7,7,7,6,8,45,4,4,3,7,6,6,2,1,3,3,4,7,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,1,1,1,1,1,0,1,1,1
476,Government,Neutral,US,Yes,Young,Male,Employed,Town,-0.669,4,7,3,7,6,24,3,2,3,7,7,1,1,2,3,1,1,2,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,1,0,0,0,1,1,1,1,1
477,Government,Like,US,Yes,Old,Female,Employed,Town,0.319,7,7,6,6,9,59,3,2,3,7,7,2,6,2,3,2,3,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
478,Government,Dislike,US,Yes,Mid-Age,Female,Employed,Town,0.82,1,7,7,7,8,33,3,4,3,4,7,4,1,6,2,1,1,4,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,0,1,1,1,1,1,1,1
479,Government,Like,US,Yes,Old,Male,Retired,Town,-0.522,5,6,6,6,4,69,3,2,3,5,6,4,3,1,4,4,4,2,Yes,No,Yes,No,Yes,No,No,Yes,No,1,0,1,0,1,0,0,1,0
480,Government,Neutral,US,Yes,Young,Male,Student,Town,0.592,7,7,7,7,6,19,2,3,3,5,7,4,1,4,4,2,2,2,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,1,0,0,1,1,1,1,1,0
481,Government,Neutral,US,Yes,Mid-Age,Male,Employed,Town,0.82,7,7,7,7,8,38,4,1,3,7,7,5,6,2,3,3,5,4,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,0,1,1,1,1,1,1,1
482,Government,Dislike,US,Yes,Mid-Age,Female,Unemployed,Town,0.618,1,7,6,7,9,44,4,2,3,4,7,3,6,2,5,1,1,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
483,Government,Dislike,US,Yes,Mid-Age,Female,Employed,Town,0.933,1,7,7,7,9,37,5,3,3,5,5,6,6,3,4,5,4,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
484,Government,Like,US,Yes,Mid-Age,Male,Employed,Town,0.303,7,7,5,7,9,50,3,3,3,7,7,1,1,4,3,4,4,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
485,Government,Dislike,US,Yes,Old,Female,Employed,Town,0.592,1,7,7,7,6,63,4,2,3,6,7,4,1,1,4,1,1,4,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,1,0,1,1,0,1,0,1,1
486,Government,Dislike,US,Yes,Young,Female,Employed,Town,0.091,1,7,6,6,7,24,6,1,3,7,7,4,1,4,2,3,1,3,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,1,0,0,1,1,1,1,1,1
487,Government,Dislike,US,Yes,Young,Female,Employed,Town,-0.451,6,7,5,6,5,22,3,4,3,5,7,4,3,1,3,1,1,1,Yes,No,No,No,Yes,Yes,No,Yes,Yes,1,0,0,0,1,1,0,1,1
488,Government,Neutral,US,Yes,Old,Female,Unemployed,Town,0.933,4,7,7,7,9,55,3,2,3,7,7,2,5,4,2,1,1,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
489,Government,Neutral,US,Yes,Old,Male,Retired,Town,-0.79,4,7,7,2,7,72,3,1,3,4,7,2,7,3,5,1,1,5,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,1,0,1,1,1,1,1,1,0
490,Government,Like,US,Yes,Mid-Age,Male,Employed,Town,0.504,7,7,6,7,8,36,4,5,3,5,7,4,1,1,5,7,5,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,1,1,1,1,1,1,1,1,0
491,Government,Like,US,Yes,Old,Female,Self-employed,Town,0.933,7,7,7,7,9,62,4,2,3,7,6,4,1,1,4,6,1,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
492,Government,Dislike,US,Yes,Young,Female,Employed,Town,-0.11,1,7,5,6,8,30,6,2,3,7,7,4,3,1,4,3,3,1,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,0,1,1,1,1,1,1,1
493,Government,Like,US,Yes,Old,Female,Self-employed,Town,-0.611,6,7,4,5,9,59,6,6,3,7,7,4,4,3,4,3,2,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
494,Government,Like,US,Yes,Old,Male,Employed,Town,0.504,1,7,6,7,8,62,3,3,3,4,7,5,4,1,5,5,5,7,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,1,1,1,0,1,1,1,1,1
495,Government,Like,US,Yes,Old,Male,Retired,Town,0.933,7,7,7,7,9,54,5,3,3,7,5,3,1,3,4,5,3,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
496,Government,Neutral,US,Yes,Young,Female,Employed,Town,0.933,7,7,7,7,9,23,4,3,3,7,7,3,1,1,5,5,5,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
497,Government,Neutral,US,Yes,Young,Male,Student,Town,0.592,7,7,7,7,6,19,2,3,3,5,7,4,1,4,4,2,2,2,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,1,0,0,1,1,1,1,1,0
498,Government,NA,US,Yes,Young,Female,Employed,Town,-0.822,4,7,5,4,7,28,1,4,3,7,7,4,2,3,3,2,4,1,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,1,0,0,1,1,1,1,1,1
499,Government,Like,US,Yes,Young,Female,Student,Town,-0.305,7,7,7,4,6,18,3,3,3,5,6,1,1,8,5,1,1,1,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,1,0,1,1,1,1,1,0,0
500,Government,Neutral,US,Yes,Young,Female,Employed,Town,0.618,4,7,6,7,9,28,2,3,3,7,7,2,1,7,4,2,1,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
501,Government,Like,US,Yes,Old,Female,Unemployed,Town,0.138,3,7,7,7,2,76,2,2,3,7,7,7,1,5,5,7,7,7,Yes,No,No,No,Yes,No,No,No,No,1,0,0,0,1,0,0,0,0
502,Government,Neutral,US,Yes,Young,Female,Employed,Town,0.933,7,7,7,7,9,20,2,4,3,7,7,2,1,2,3,2,4,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
503,Government,Dislike,US,Yes,Mid-Age,Female,Self-employed,Town,0.933,7,7,7,7,9,36,4,4,3,7,7,3,3,5,4,1,1,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
504,Government,Dislike,US,Yes,Mid-Age,Female,Unemployed,Town,0.933,7,7,7,7,9,44,3,2,3,7,7,3,1,4,4,2,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
505,Government,Neutral,US,Yes,Old,Female,Unemployed,Town,0.82,5,7,7,7,8,52,2,2,3,7,7,3,1,1,2,3,4,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,1,1,1,1,1,1,1,1,0
506,Government,Neutral,US,Yes,Old,Female,Employed,Town,-0.022,7,7,6,6,6,69,4,1,3,7,7,4,7,1,3,6,2,5,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,1,0,1,1,1,1,0,1,0
507,Government,Dislike,US,Yes,Young,Female,Employed,Town,0.592,1,7,7,7,6,29,6,1,3,7,7,4,2,4,3,1,2,1,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,1,0,0,1,1,1,0,1,1
508,Government,Neutral,US,Yes,Old,Female,Employed,Town,-1.382,5,4,5,6,4,55,4,3,3,6,6,5,4,2,4,4,4,7,No,No,Yes,No,No,Yes,No,Yes,Yes,0,0,1,0,0,1,0,1,1
509,Government,Like,US,Yes,Mid-Age,Male,Self-employed,Village,-3.183,3,3,3,3,4,48,2,5,1,2,4,3,6,1,5,5,5,7,No,No,Yes,No,Yes,No,Yes,Yes,No,0,0,1,0,1,0,1,1,0
510,Government,Like,US,Yes,Young,Female,Student,Village,0.933,6,7,7,7,9,21,4,4,1,6,6,5,2,1,3,5,4,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
511,Government,Neutral,US,Yes,Young,Male,Self-employed,Village,-1.568,1,4,5,5,5,23,4,1,1,4,5,3,3,1,5,3,3,1,Yes,No,No,No,Yes,Yes,Yes,Yes,No,1,0,0,0,1,1,1,1,0
512,Government,Dislike,US,Yes,Old,Male,Retired,Village,0.933,6,7,7,7,9,67,6,2,1,7,6,4,4,2,4,1,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
513,Government,Like,US,Yes,Young,Female,Employed,Village,-0.454,4,5,6,6,7,23,5,6,1,3,5,4,1,2,4,5,4,6,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,1,0,1,1,1,1,1,1,0
514,Government,Dislike,US,Yes,Mid-Age,Female,Unemployed,Village,0.003,3,7,5,6,9,40,2,2,1,7,6,3,2,3,3,2,4,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
515,Government,Like,US,Yes,Old,Female,Retired,Village,0.205,7,7,6,6,8,76,4,1,1,4,7,4,2,1,4,7,7,7,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,0,1,1,1,1,1,1,1
516,Government,Dislike,US,Yes,Old,Female,Unemployed,Village,0.933,1,7,7,7,9,60,3,4,1,6,7,2,1,3,3,1,1,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
517,Government,Like,US,Yes,Old,Female,Employed,Village,0.933,7,7,7,7,9,59,5,3,1,7,7,3,1,2,5,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
518,Government,Neutral,US,Yes,Old,Male,Employed,Village,-0.83,3,4,4,7,9,65,3,2,1,6,6,2,3,3,4,1,4,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
519,Government,Neutral,US,Yes,Mid-Age,Male,Self-employed,Village,-4.684,5,1,2,2,1,42,3,3,1,1,2,3,3,1,5,4,4,4,No,No,No,No,Yes,No,No,No,No,0,0,0,0,1,0,0,0,0
520,Government,Like,US,Yes,Mid-Age,Female,Employed,Village,0.205,7,7,6,6,8,33,3,5,1,5,6,3,3,1,4,7,5,7,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,0,1,1,1,1,1,1,1
521,Government,Dislike,US,Yes,Young,Female,Student,Village,-1.211,2,4,6,4,8,18,3,5,1,4,6,5,1,1,4,4,4,4,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,1,1,0,1,1,1,1,1,1
522,Government,Like,US,Yes,Old,Male,Employed,Village,0.024,7,7,7,7,1,60,1,2,1,3,7,4,2,1,5,7,7,7,Yes,No,No,No,No,No,No,No,No,1,0,0,0,0,0,0,0,0
523,No Spokesperson,NA,US,Yes,Young,Female,Employed,City,0.046,3,6,6,6,9,22,4,3,4,5,3,5,3,1,4,3,4,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
524,No Spokesperson,NA,US,Yes,Young,Female,Employed,City,0.319,7,7,6,6,9,28,2,4,4,7,7,2,4,3,3,1,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
525,No Spokesperson,NA,US,Yes,Mid-Age,Female,Employed,City,0.933,7,7,7,7,9,36,2,2,4,7,7,4,7,1,5,4,3,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
526,No Spokesperson,NA,US,Yes,Young,Female,Employed,City,0.319,6,7,6,6,9,31,4,4,4,6,7,3,7,2,5,4,2,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
527,No Spokesperson,NA,US,Yes,Young,Female,Employed,City,0.82,1,7,7,7,8,21,4,2,4,7,7,2,1,4,5,4,4,7,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,1,1,1,0,1,1,1,1,1
528,No Spokesperson,NA,US,Yes,Old,Male,Self-employed,City,-0.863,6,6,6,6,1,53,6,6,4,1,4,6,7,1,5,7,7,4,No,No,Yes,No,No,No,No,No,No,0,0,1,0,0,0,0,0,0
529,No Spokesperson,NA,US,Yes,Mid-Age,Male,Employed,City,0.592,7,7,7,7,6,49,4,2,4,4,7,6,2,3,4,5,5,6,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,1,0,1,0,1,1,0,1,1
530,No Spokesperson,NA,US,Yes,Old,Female,Retired,City,0.933,6,7,7,7,9,72,3,2,4,7,7,4,1,2,3,6,6,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
531,No Spokesperson,NA,US,Yes,Young,Female,Employed,City,0.52,1,7,7,6,8,30,6,4,4,6,6,5,1,3,5,1,1,4,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,0,1,1,1,1,1,1,1
532,No Spokesperson,NA,US,Yes,Young,Male,Employed,City,0.933,3,7,7,7,9,25,3,6,4,7,7,3,5,5,4,1,1,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
533,No Spokesperson,NA,US,Yes,Young,Female,Student,City,-0.552,3,6,6,4,9,19,3,4,4,5,4,3,1,1,5,3,3,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
534,No Spokesperson,NA,US,Yes,Mid-Age,Male,Employed,City,0.933,4,7,7,7,9,45,3,2,4,7,7,3,1,1,4,1,1,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
535,No Spokesperson,NA,US,Yes,Old,Male,Unemployed,City,-2.267,4,5,3,5,2,60,2,2,4,6,6,2,7,1,3,1,1,1,Yes,Yes,No,No,No,No,No,No,No,1,1,0,0,0,0,0,0,0
536,No Spokesperson,NA,US,Yes,Young,Male,Employed,City,0.479,1,7,7,7,5,26,4,3,4,3,6,2,7,2,5,6,1,5,No,Yes,Yes,No,Yes,No,Yes,No,Yes,0,1,1,0,1,0,1,0,1
537,No Spokesperson,NA,US,Yes,Mid-Age,Male,Employed,City,-1.883,5,4,4,5,5,46,1,3,4,7,7,4,1,6,4,4,4,6,Yes,No,Yes,No,No,Yes,Yes,Yes,No,1,0,1,0,0,1,1,1,0
538,No Spokesperson,NA,US,Yes,Young,Female,Employed,City,0.205,3,7,6,6,8,30,3,5,4,5,7,3,2,3,3,5,5,2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,1,1,1,0,1,1,1,1,1
539,No Spokesperson,NA,US,Yes,Young,Female,Employed,City,0.933,7,7,7,7,9,27,2,4,4,6,7,4,1,5,4,3,4,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
540,No Spokesperson,NA,US,Yes,Young,Female,Unemployed,City,0.504,7,7,6,7,8,20,4,2,4,7,7,5,1,1,5,3,3,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,1,1,1,1,1,1,1,1,0
541,No Spokesperson,NA,US,Yes,Old,Female,Retired,City,0.504,7,7,6,7,8,64,3,3,4,7,7,3,1,1,3,3,4,4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,1,1,1,0,1,1,1,1,1
542,No Spokesperson,NA,US,Yes,Young,Female,Employed,City,0.618,5,7,6,7,9,32,6,2,4,7,7,4,4,4,5,1,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
543,No Spokesperson,NA,US,Yes,Old,Female,Retired,City,-1.207,3,5,6,5,3,67,3,2,4,6,4,3,2,5,4,7,5,6,No,No,Yes,No,Yes,No,No,Yes,No,0,0,1,0,1,0,0,1,0
544,No Spokesperson,NA,US,Yes,Young,Male,Student,City,-0.022,1,7,6,6,6,19,4,3,4,4,4,4,5,1,4,4,3,1,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,1,1,1,0,0,1,1,1,0
545,No Spokesperson,NA,US,Yes,Old,Female,Retired,City,0.024,7,7,7,7,1,67,1,2,4,7,7,4,1,3,4,5,2,7,Yes,No,No,No,No,No,No,No,No,1,0,0,0,0,0,0,0,0
546,No Spokesperson,NA,US,Yes,Old,Female,Employed,City,-0.136,5,7,6,6,5,55,4,1,4,7,7,3,3,6,3,5,6,6,No,No,Yes,Yes,Yes,Yes,No,Yes,No,0,0,1,1,1,1,0,1,0
547,No Spokesperson,NA,US,Yes,Young,Female,Employed,City,-0.41,1,7,5,5,8,23,5,2,4,6,5,3,1,5,3,1,1,1,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,0,1,1,1,1,1,1,1
548,No Spokesperson,NA,US,Yes,Young,Male,Student,City,0.091,2,7,6,6,7,19,4,3,4,6,7,3,5,2,4,3,3,1,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,1,1,0,1,1,1,1,1,0
549,No Spokesperson,NA,US,Yes,Young,Male,Self-employed,City,0.933,7,7,7,7,9,26,3,2,4,6,6,3,4,4,4,2,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
550,No Spokesperson,NA,US,Yes,Young,Female,Employed,City,0.163,6,7,6,7,5,29,3,2,4,6,6,1,5,1,3,1,1,1,Yes,No,Yes,No,Yes,Yes,No,Yes,No,1,0,1,0,1,1,0,1,0
551,No Spokesperson,NA,US,Yes,Mid-Age,Male,Employed,City,0.592,7,7,7,7,6,35,3,2,4,1,6,5,4,1,5,1,2,1,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,1,0,0,1,1,1,0,1,1
552,No Spokesperson,NA,US,Yes,Young,Male,Student,City,0.592,7,7,7,7,6,23,5,4,4,7,5,4,6,1,5,5,3,1,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,1,1,0,0,1,1,0,1,1
553,No Spokesperson,NA,US,Yes,Young,Male,Self-employed,City,-0.928,4,4,5,6,8,20,4,5,4,5,7,4,2,5,4,3,1,1,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,1,1,1,0,1,1,1,1,1
554,No Spokesperson,NA,US,Yes,Young,Male,Employed,Metropolitan,0.05,6,7,6,7,4,28,6,2,5,6,5,4,4,2,5,1,1,2,Yes,No,No,No,No,Yes,No,Yes,Yes,1,0,0,0,0,1,0,1,1
555,No Spokesperson,NA,US,Yes,Mid-Age,Female,Employed,Metropolitan,0.933,4,7,7,7,9,33,6,2,5,7,7,3,1,1,4,1,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
556,No Spokesperson,NA,US,Yes,Young,Female,Employed,Metropolitan,-1.636,6,5,5,5,2,21,1,3,5,6,7,4,1,10,3,4,5,6,Yes,No,No,No,Yes,No,No,No,No,1,0,0,0,1,0,0,0,0
557,No Spokesperson,NA,US,Yes,Mid-Age,Male,Employed,Metropolitan,0.933,7,7,7,7,9,33,4,2,5,6,7,4,2,3,5,4,4,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
558,No Spokesperson,NA,US,Yes,Mid-Age,Female,Employed,Metropolitan,0.706,7,7,7,7,7,40,3,5,5,7,7,7,2,8,3,4,5,4,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,1,0,0,1,1,1,1,1,1
559,No Spokesperson,NA,US,Yes,Old,Female,Employed,Metropolitan,0.335,1,7,7,5,9,65,4,4,5,7,7,2,1,6,3,2,5,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
560,No Spokesperson,NA,US,Yes,Mid-Age,Male,Employed,Metropolitan,-1.822,4,5,5,4,3,33,4,3.14,5,3,7,2,1,1,5,1,4,7,No,Yes,No,No,Yes,No,Yes,No,No,0,1,0,0,1,0,1,0,0
561,No Spokesperson,NA,US,Yes,Old,Female,Retired,Metropolitan,0.933,7,7,7,7,9,75,6,2,5,7,7,5,1,1,1,1,1,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
562,No Spokesperson,NA,US,Yes,Old,Female,Retired,Metropolitan,0.933,7,7,7,7,9,76,4,2,5,7,7,4,1,1,1,1,1,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
563,No Spokesperson,NA,US,Yes,Young,Male,Employed,Metropolitan,0.592,1,7,7,7,6,29,5,4,5,6,7,5,1,4,4,2,2,1,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,1,0,0,1,1,1,0,1,1
564,No Spokesperson,NA,US,Yes,Old,Female,Unemployed,Metropolitan,0.093,2,6,7,7,4,57,3,3,5,5,6,4,4,4,5,6,4,7,Yes,No,No,No,Yes,Yes,No,Yes,No,1,0,0,0,1,1,0,1,0
565,No Spokesperson,NA,US,Yes,Mid-Age,Female,Unemployed,Metropolitan,0.933,7,7,7,7,9,34,4,3,5,6,7,3,2,4,2,1,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
566,No Spokesperson,NA,US,Yes,Old,Male,Retired,Small Town,-1.708,4,5,5,4,4,62,4,2,2,4,5,3,3,3,3,5,4,5,No,No,No,Yes,Yes,Yes,No,Yes,No,0,0,0,1,1,1,0,1,0
567,No Spokesperson,NA,US,Yes,Young,Female,Employed,Small Town,0.592,7,7,7,7,6,29,4,5,2,7,7,1,1,1,3,1,1,1,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,1,0,1,0,1,1,1,0,1
568,No Spokesperson,NA,US,Yes,Old,Female,Retired,Small Town,-2.657,1,3,3,4,6,54,2,4,2,4,7,6,1,10,3,1,1,2,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,1,0,1,0,0,1,1,1,1
569,No Spokesperson,NA,US,Yes,Young,Female,Employed,Small Town,-0.296,1,7,5,5,9,25,5,9,2,6,7,3,7,4,3,2,2,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
570,No Spokesperson,NA,US,Yes,Young,Male,Unemployed,Small Town,0.075,5,7,5,7,7,29,3,2,2,6,6,3,1,3,3,5,4,7,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,1,0,1,0,1,1,1,1,1
571,No Spokesperson,NA,US,Yes,Mid-Age,Female,Employed,Small Town,0.232,5,6,6,7,8,38,6,6,2,7,7,4,5,1,4,1,1,4,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,0,1,1,1,1,1,1,1
572,No Spokesperson,NA,US,Yes,Mid-Age,Female,Employed,Small Town,0.319,4,7,6,6,9,41,4,3,2,7,7,4,1,1,2,4,3,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
573,No Spokesperson,NA,US,Yes,Old,Male,Employed,Small Town,0.024,6,7,7,7,1,61,3,2,2,6,7,5,3,1,4,6,7,5,Yes,No,No,No,No,No,No,No,No,1,0,0,0,0,0,0,0,0
574,No Spokesperson,NA,US,Yes,Old,Female,Retired,Small Town,0.933,7,7,7,7,9,63,1,2,2,7,7,5,3,2,4,1,3,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1
